<--------------------------Output of CSP with ABC------------------------>

	Instance	Best cost	Average cost	Deviation			nInstance
	rat99	586.53652	492.28400666666676	94.25251333333324	30
	rat99	576.6436800000004	501.2718186666668	75.37186133333358	30
	rat99	600.55816	508.5570933333334	92.00106666666665	30
	rat99	610.3078800000002	497.7347186666667	112.57316133333347	30
	rat99	610.7051599999998	494.6968439999999	116.00831599999987	30
	rat99	573.5810399999998	495.5215626666667	78.05947733333312	30
	rat99	570.2111999999998	495.31369600000005	74.8975039999998	30
	rat99	602.8367999999999	483.94145333333324	118.89534666666668	30
	rat99	594.1354400000001	486.2724613333333	107.86297866666683	30
	rat99	612.2362800000002	513.6991973333335	98.53708266666672	30
	rat99	585.3183999999998	497.17249866666657	88.1459013333332	30
	rat99	562.6175999999997	488.1646413333332	74.45295866666652	30
	rat99	631.9525599999998	503.5920106666665	128.36054933333332	30
	rat99	546.6190400000003	484.77035866666654	61.84868133333373	30
	rat99	601.3103999999998	505.8961893333333	95.41421066666652	30
	rat99	598.7276800000002	503.88522	94.84246000000019	30
	rat99	613.0797600000002	503.2415053333334	109.83825466666678	30
	rat99	612.5884800000003	491.86260933333335	120.72587066666699	30
	rat99	580.2639999999997	494.3916746666667	85.87232533333298	30
	rat99	560.31448	486.0245386666666	74.28994133333339	30
	rat99	569.5841600000002	491.7052173333332	77.878942666667	30

	
	kroa100	13001.708960000002	10250.698686666665	2751.010273333337	30
	kroa100	12373.825439999997	10168.916227999996	2204.9092120000005	30
	kroa100	12580.857679999997	10424.188129333337	2156.66955066666	30
	kroa100	11991.483760000006	9995.562302666665	1995.921457333341	30
	kroa100	12767.87088	10090.296730666667	2677.5741493333335	30
	kroa100	12544.002239999996	10355.497156	2188.5050839999967	30
	kroa100	11903.690240000002	9907.64206133333	1996.0481786666714	30
	kroa100	12147.508	10089.27286	2058.2351400000007	30
	kroa100	13109.397600000002	10550.910622666668	2558.486977333334	30
	kroa100	13468.004799999997	9974.917012	3493.087787999997	30
	kroa100	12906.312640000002	10121.111074666667	2785.2015653333347	30
	kroa100	11965.164920000001	9924.732445333335	2040.4324746666662	30
	kroa100	13045.3748	10383.337673333332	2662.037126666668	30
	kroa100	12558.199440000002	9990.52754266667	2567.671897333332	30
	kroa100	11886.562840000002	10387.317664	1499.2451760000022	30
	kroa100	12017.083520000002	10266.974012	1750.1095080000014	30
	kroa100	11648.911199999999	10180.136693333334	1468.7745066666648	30
	kroa100	12722.207720000006	10228.431142666666	2493.7765773333394	30
	kroa100	12095.680639999999	9958.774457333331	2136.9061826666675	30
	kroa100	13667.671680000001	10496.083522666664	3171.588157333337	30


	
	berlin52	5053.940680000003	4311.134356	742.8063240000038	30
	berlin52	4977.4519199999995	4411.755018666666	565.6969013333337	30
	berlin52	5083.026720000001	4306.329504	776.6972160000005	30
	berlin52	5143.3517999999995	4480.975380000001	662.3764199999987	30
	berlin52	4902.403999999998	4287.485259999999	614.9187399999992	30
	berlin52	5252.172199999997	4369.606872000001	882.565327999996	30
	berlin52	4977.778000000001	4481.081858666666	496.6961413333347	30
	berlin52	5107.30412	4373.606730666667	733.6973893333325	30
	berlin52	5143.870600000003	4354.414717333333	789.4558826666698	30
	berlin52	5045.7998000000025	4348.852692000002	696.9471080000003	30
	berlin52	5156.28216	4421.801594666667	734.4805653333324	30
	berlin52	5134.196160000001	4426.432708000001	707.7634520000001	30
	berlin52	4902.807519999999	4415.553246666667	487.2542733333321	30
	berlin52	5087.272800000001	4380.796348000001	706.4764519999999	30
	berlin52	5029.345439999998	4427.5544986666655	601.7909413333327	30
	berlin52	5088.788039999997	4488.366862666667	600.42117733333	30
	berlin52	5100.404800000002	4465.939885333334	634.4649146666679	30
	berlin52	5036.28224	4425.822878666667	610.4593613333327	30
	berlin52	4982.0419200000015	4359.650002666667	622.3919173333343	30
	berlin52	5049.904239999998	4354.536285333333	695.3679546666654	30




	eil51	283.9587599999999	220.66160000000002	63.297159999999906	30
	eil51	270.62059999999997	226.08918266666666	44.53141733333331	30
	eil51	275.8418399999999	228.41939733333325	47.422442666666626	30
	eil51	288.23572	227.66734666666665	60.56837333333337	30
	eil51	280.9808400000001	225.4494426666667	55.531397333333416	30
	eil51	305.77143999999987	216.4480506666667	89.32338933333318	30
	eil51	293.2899600000001	225.2310533333333	68.05890666666681	30
	eil51	288.5906000000001	223.0264733333333	65.5641266666668	30
	eil51	281.88144000000005	229.73149066666664	52.14994933333341	30
	eil51	295.1094400000001	225.503316	69.60612400000011	30
	eil51	263.93983999999983	226.2980213333333	37.64181866666652	30
	eil51	283.3599999999999	225.07696399999995	58.28303599999995	30
	eil51	289.00480000000005	228.295136	60.70966400000003	30
	eil51	284.67480000000006	224.54507333333333	60.12972666666673	30
	eil51	283.2249599999999	226.855136	56.36982399999991	30
	eil51	312.8397199999999	231.03276666666665	81.80695333333324	30
	eil51	284.85576000000003	234.69462800000002	50.16113200000001	30
	eil51	286.09224	227.7398706666667	58.352369333333314	30
	eil51	262.54888000000005	219.26712533333333	43.28175466666673	30
	eil51	289.74912	230.08536533333339	59.66375466666662	30


	
	att532	23082.350639999982	19647.45277066667	3434.897869333312	30
	att532	23684.051519999994	19632.585538666663	4051.465981333331	30
	att532	22643.268480000006	19561.50806	3081.760420000006	30
	att532	22940.571279999996	19936.025056000002	3004.5462239999943	30
	att532	23611.302720000003	19806.121727999995	3805.1809920000087	30
	att532	23039.94956	19000.700124000003	4039.2494359999982	30
	att532	22129.333519999996	19606.712394666665	2522.6211253333313	30
